"_type","budget_dinner","budget_lunch","genre","name","reviewCount","score","score_dinner","score_lunch"
"dict"," ～￥999"," ～￥999","牛丼、カレーライス、定食・食堂","
                すき家 品川東店
              ","24","3.03","3.04","3.00"
"dict","￥5,000～￥5,999"," ～￥999","居酒屋、魚介料理・海鮮料理、創作料理","
                味どころ 遊
              ","36","3.42","3.35","3.21"
"dict"," ～￥999"," ～￥999","カフェ、サンドイッチ","
                カフェアンドバー 品川キッチンフードコート
              ","12","3.04","3.00","3.04"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","しゃぶしゃぶ、懐石・会席料理、和食（その他）","
                つきじ植むら 品川インターシティ店
              ","20","3.08","3.08","3.06"
"dict"," ～￥999"," ～￥999","スイーツ（その他）、和菓子","
                和楽紅屋 ecute品川店
              ","66","3.29","3.09","3.29"
"dict","null"," ～￥999","喫茶店、定食・食堂","
                カフェ・シルクロード
              ","5","3.06","-","3.06"
"dict","null","null","喫茶店","
                ミポーズハウス
              ","null","-","-","-"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","居酒屋","
                いな穂
              ","3","3.03","3.04","3.00"
"dict","null"," ～￥999","とんかつ、コロッケ・フライ、定食・食堂","
                とんかつ新友
              ","8","3.05","-","3.05"
"dict"," ～￥999","null","和菓子","
                浅草梅園 ウィング高輪イースト店
              ","1","3.00","3.00","-"
"dict"," ～￥999"," ～￥999","中華料理、定食・食堂","
                大福苑
              ","19","3.06","3.01","3.06"
"dict"," ～￥999"," ～￥999","そば、うどん、カレーライス","
                名代 富士そば 品川店
              ","34","3.07","3.02","3.07"
"dict"," ～￥999"," ～￥999","ラーメン、つけ麺","
                麺屋 翔 品川店
              ","239","3.59","3.57","3.59"
"dict","null"," ～￥999","うどん、天ぷら、おにぎり","
                麦まる 品川インターシティ B1F店
              ","36","3.08","3.07","3.08"
"dict","￥6,000～￥7,999"," ～￥999","洋食・欧風料理（その他）、バー・お酒（その他）","
                ENOTECA ウィング高輪店
              ","58","3.31","3.22","3.21"
"dict"," ～￥999"," ～￥999","和菓子、大福","
                松島屋
              ","307","3.61","3.10","3.61"
"dict","null","null","その他","
                ミニストップ 北品川5丁目店
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","ケーキ","
                ファウンドリー エキュート品川店
              ","14","3.09","3.08","3.08"
"dict"," ～￥999","null","和食（その他）","
                銀座若菜
              ","7","3.12","3.12","3.02"
"dict"," ～￥999"," ～￥999","立ち食いそば、うどん、カレーライス","
                常盤軒 横須賀線ホーム店
              ","60","3.22","3.24","3.08"
"dict"," ～￥999"," ～￥999","そば、うどん、ラーメン","
                三松
              ","19","3.00","3.00","3.01"
"dict","￥1,000～￥1,999"," ～￥999","弁当","
                ジェイアール東海パッセンジャーズ 品川プラザ中央店
              ","26","3.22","3.00","3.29"
"dict","￥4,000～￥4,999","null","居酒屋、ホルモン、にんにく料理","
                居酒屋 みかさ
              ","27","3.38","3.20","3.38"
"dict","null","￥8,000～￥9,999","その他","
                ニホンドウ 漢方ブティック 品川本店
              ","2","-","-","-"
"dict","￥3,000～￥3,999","null","ビストロ、イタリアン、バル・バール","
                魚介ビストロ sasaya BYO 品川魚貝センター
              ","62","3.33","3.33","-"
"dict","null","null","レストラン（その他）","
                ニューヨークサブズ アトレ品川店
              ","null","-","-","-"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","その他","
                ジョイサウンド 品川港南口店
              ","4","3.00","3.00","3.01"
"dict"," ～￥999"," ～￥999","喫茶店","
                喫茶室ルノアール 品川高輪口店
              ","18","3.03","3.00","3.03"
"dict","￥10,000～￥14,999","null","寿司、魚介料理・海鮮料理","
                寿司ひらおか
              ","10","3.55","3.55","-"
"dict","￥4,000～￥4,999"," ～￥999","ホルモン、焼肉、居酒屋","
                炭火焼ホルモン酒場 元気家
              ","37","3.51","3.32","3.51"
"dict","null"," ～￥999","カフェ、コーヒー専門店","
                フォレストスタンドセンガクジ
              ","1","-","-","-"
"dict","null","￥1,000～￥1,999","ラウンジ、カフェ、パンケーキ","
                ザ・ラウンジ
              ","15","3.06","-","3.06"
"dict","￥1,000～￥1,999"," ～￥999","カフェ、ケーキ、サンドイッチ","
                ハーブス ウィング高輪EAST店
              ","24","3.08","3.07","3.07"
"dict","￥3,000～￥3,999"," ～￥999","バー、ダイニングバー、イタリアン","
                Dining Bar Arrays
              ","18","3.00","-","3.00"
"dict"," ～￥999"," ～￥999","サンドイッチ","
                サブウェイ 野村不動産天王洲ビル店
              ","3","3.00","-","3.00"
"dict","￥3,000～￥3,999"," ～￥999","割烹・小料理、居酒屋、定食・食堂","
                天酔
              ","19","3.38","3.12","3.50"
"dict","￥2,000～￥2,999","null","居酒屋、魚介料理・海鮮料理、創作料理","
                千年の宴 品川港南口駅前店
              ","7","3.00","3.00","-"
"dict","￥3,000～￥3,999"," ～￥999","スペイン料理、バル・バール、地中海料理","
                Pio 高輪店
              ","33","3.08","3.09","3.01"
"dict","￥5,000～￥5,999"," ～￥999","バー・お酒（その他）","
                ヴィノスやまざき エキュート品川店
              ","4","3.03","3.02","3.04"
"dict"," ～￥999"," ～￥999","コーヒー専門店、カフェ","
                タリーズコーヒー 泉岳寺店
              ","6","3.01","3.00","3.01"
"dict","null"," ～￥999","寿司","
                品川駅前すし処　藤寿司
              ","20","3.08","-","3.14"
"dict","￥6,000～￥7,999","null","串焼き、居酒屋、創作料理","
                からすみ工房
              ","3","3.05","3.05","-"
"dict"," ～￥999"," ～￥999","デリカテッセン、弁当","
                デリカステーション中央
              ","8","3.04","3.04","3.03"
"dict","null"," ～￥999","中華料理、中華麺（その他）、ラーメン","
                龍盛園 品川高輪口店
              ","11","3.00","-","3.00"
"dict","null","null","スポーツバー、ビアバー、ダイニングバー","
                シナガワ スポーツ カフェアンドバー
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","ラーメン、つけ麺","
                TOKYO豚骨BASE MADE by博多一風堂 品川店
              ","303","3.54","3.50","3.53"
"dict","null"," ～￥999","イタリアン","
                トゥリパーノ
              ","15","3.00","3.01","3.04"
"dict","￥2,000～￥2,999"," ～￥999","中華料理、中華麺（その他）、ラーメン","
                中国料理 興龍飯店
              ","16","3.05","3.04","3.06"
"dict","null","￥1,000～￥1,999","ハンバーグ、弁当","
                数寄屋バーグ テイクアウト専門店
              ","12","3.08","-","3.10"
"dict"," ～￥999"," ～￥999","カフェ、コーヒー専門店、パン・サンドイッチ（その他）","
                セガフレード・ザネッティ 品川店
              ","34","3.08","3.01","3.08"
"dict"," ～￥999","null","牛丼、カレーライス、定食・食堂","
                すき家 港南四丁目店
              ","7","3.01","3.01","3.01"
"dict","￥3,000～￥3,999","null","居酒屋","
                居酒屋なかよし 品川東口２号店
              ","9","3.01","3.01","-"
"dict"," ～￥999"," ～￥999","そば、うどん","
                蕎麦たつ
              ","19","3.07","3.03","3.08"
"dict"," ～￥999"," ～￥999","弁当","
                ほっともっと 港南４丁目店
              ","4","3.01","-","3.01"
"dict","null"," ～￥999","社員食堂、定食・食堂","
                クラウン
              ","4","3.03","-","3.03"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","イタリアン、フレンチ、パスタ","
                イル・フィーロ
              ","19","3.04","3.02","3.04"
"dict"," ～￥999"," ～￥999","その他","
                ファミリーマート 港南一丁目店
              ","1","3.00","3.00","-"
"dict"," ～￥999"," ～￥999","パン、サンドイッチ","
                小麦と酵母 満 ecute品川店
              ","288","3.58","3.53","3.58"
"dict","null","￥1,000～￥1,999","その他","
                カラオケ山手線
              ","4","3.02","3.01","3.02"
"dict","￥4,000～￥4,999"," ～￥999","居酒屋、鳥料理","
                地鶏や ウィング高輪店
              ","54","3.06","3.07","3.01"
"dict","￥1,000～￥1,999","null","もつ焼き、居酒屋","
                もつ焼きマーちゃん
              ","66","3.50","3.50","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","ファミレス","
                ロイヤルホスト 高輪店
              ","41","3.07","3.08","3.06"
"dict","￥2,000～￥2,999","null","餃子、居酒屋、鍋（その他）","
                ギョウザマニア 品川はなれ
              ","16","3.41","3.41","-"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","しゃぶしゃぶ、すき焼き","
                しゃぶしゃぶすき焼きダイニング天空 品川港南口店
              ","6","3.06","3.06","3.05"
"dict"," ～￥999"," ～￥999","焼鳥、鳥料理","
                鳥麻 エキュート品川サウス店
              ","38","3.10","3.09","3.07"
"dict","￥1,000～￥1,999"," ～￥999","居酒屋、定食・食堂","
                酒処 つがる
              ","75","3.51","3.18","3.55"
"dict"," ～￥999"," ～￥999","喫茶店","
                喫茶室ルノアール 品川港南口店
              ","15","3.03","-","3.03"
"dict","￥30,000～","￥3,000～￥3,999","旅館・オーベルジュ（その他）、旅館、バー","
                ストリングスホテル東京インターコンチネンタル
              ","40","3.07","3.07","3.07"
"dict"," ～￥999","￥1,000～￥1,999","ファミレス、イタリアン、パスタ","
                サイゼリヤ 港南中学校前店
              ","7","3.01","3.00","3.02"
"dict"," ～￥999"," ～￥999","その他","
                ニューデイズ 品川中央店
              ","4","3.02","3.02","-"
"dict"," ～￥999"," ～￥999","カフェ、パン・サンドイッチ（その他）、ケーキ","
                スターバックス・コーヒー 品川インターシティ店
              ","27","3.06","3.01","3.06"
"dict","￥4,000～￥4,999","null","パブ","
                ぺんじゃっく
              ","4","3.00","3.01","-"
"dict","￥1,000～￥1,999"," ～￥999","ラーメン、油そば","
                横浜道 品川港南口店
              ","8","3.04","3.00","3.04"
"dict","￥15,000～￥19,999","￥5,000～￥5,999","懐石・会席料理","
                泉岳寺門前 紋屋
              ","51","3.69","3.72","3.51"
"dict","null"," ～￥999","弁当","
                ほっかほっか亭 三田３丁目店
              ","2","-","-","-"
"dict"," ～￥999"," ～￥999","立ち食いそば、うどん、カレーライス","
                そば処　常盤軒
              ","93","3.16","3.04","3.17"
"dict","￥3,000～￥3,999","null","居酒屋、魚介料理・海鮮料理","
                海鮮東海
              ","7","3.01","3.01","-"
"dict"," ～￥999","￥1,000～￥1,999","その他","
                グランドキヨスク 品川
              ","4","3.02","3.00","3.02"
"dict"," ～￥999"," ～￥999","たこ焼き、かき氷","
                たこ焼き 楽甚
              ","15","3.00","3.03","3.00"
"dict","null"," ～￥999","その他","
                ファミリーマート 泉岳寺北店
              ","1","3.00","-","3.00"
"dict"," ～￥999"," ～￥999","洋菓子（その他）","
                鎌倉 豊島屋 ecute品川South店
              ","3","3.03","3.00","3.03"
"dict","null","￥1,000～￥1,999","焼肉、ホルモン","
                焼肉酒房燔家
              ","63","3.54","3.35","3.55"
"dict"," ～￥999"," ～￥999","ジュースバー","
                Caspinne ｅｃｕｔｅ品川店
              ","51","3.01","3.01","3.07"
"dict"," ～￥999"," ～￥999","サンドイッチ","
                メルヘン エキュート品川サウス店
              ","73","3.22","3.08","3.20"
"dict","￥3,000～￥3,999"," ～￥999","フレンチ、洋食、オムライス","
                アリス アクア ガーデン 品川
              ","17","3.07","3.03","3.07"
"dict"," ～￥999"," ～￥999","パン、ハンバーガー","
                ブーランジェリー アサノヤ / グリパン FOOD&TIME ISETAN アトレ品川店
              ","42","3.52","3.37","3.41"
"dict","￥5,000～￥5,999","null","バー","
                バブルズ バー
              ","6","3.06","3.06","-"
"dict","null"," ～￥999","そば、立ち食いそば","
                吉利庵
              ","274","3.00","3.07","3.00"
"dict","￥2,000～￥2,999","null","焼肉、ホルモン、バイキング","
                牛角 泉岳寺駅前店
              ","10","3.02","3.01","3.02"
"dict"," ～￥999"," ～￥999","ラーメン、つけ麺、餃子","
                らーめん 徳
              ","46","3.52","3.29","3.50"
"dict","￥15,000～￥19,999","null","寿司","
                和と寿司　秀
              ","7","3.07","-","3.08"
"dict","null"," ～￥999","カフェ、パン・サンドイッチ（その他）、ケーキ","
                エクセルシオール カフェ 品川イーストワンタワー店
              ","28","3.03","3.02","3.02"
"dict"," ～￥999"," ～￥999","ステーキ","
                ティーエヌミート ワークス プレミアム ビーフ&ワイン
              ","3","3.03","-","3.03"
"dict"," ～￥999"," ～￥999","カフェ、洋菓子（その他）、コーヒー専門店","
                サザコーヒー エキュート品川店
              ","101","3.38","3.08","3.36"
"dict","￥3,000～￥3,999","null","居酒屋、日本酒バー、焼酎バー","
                ざくろ坂下
              ","4","3.10","3.10","-"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","天ぷら、天丼・天重、割烹・小料理","
                天ぷら つな八 ウィング高輪店
              ","37","3.16","3.14","3.08"
"dict","￥3,000～￥3,999","null","居酒屋、焼酎バー、ラーメン","
                一休
              ","5","3.02","3.02","-"
"dict","null"," ～￥999","パン","
                アトリエデリッシュ 三田伊皿子店
              ","4","3.05","-","3.05"
"dict"," ～￥999"," ～￥999","中華料理、ラーメン","
                大元
              ","44","3.18","3.09","3.12"
"dict","null","null","喫茶店","
                コーヒーの店高輪
              ","null","-","-","-"
"dict","￥3,000～￥3,999","null","居酒屋","
                浜路
              ","3","3.00","3.00","3.00"
"dict","￥1,000～￥1,999"," ～￥999","とんかつ、定食・食堂","
                とんかつ和幸 品川グランパサージュ店
              ","25","3.07","3.07","3.07"
"dict","￥2,000～￥2,999","null","居酒屋、魚介料理・海鮮料理、創作料理","
                くろ○ 品川高輪口駅前店
              ","20","3.00","3.01","3.02"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","メキシコ料理、バー","
                el caliente modern mexicano
              ","189","3.58","3.58","3.50"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","イタリアン、パスタ、カフェ","
                パンネビーノ ルミネ品川店
              ","72","3.10","3.08","3.12"
"dict","null"," ～￥999","ハンバーガー、カフェ、バル・バール","
                フレッシュネスバーガー 品川グランパサージュ店
              ","19","3.00","3.00","3.01"
"dict"," ～￥999","￥1,000～￥1,999","パン、洋食、カフェ","
                ザ・シティ・ベーカリー 品川
              ","312","3.58","3.50","3.58"
"dict"," ～￥999"," ～￥999","牛丼、親子丼、うどん","
                なか卯 三田店
              ","12","3.01","3.02","3.01"
"dict","null","￥1,000～￥1,999","弁当、焼肉","
                焼肉ふたご エキュート品川
              ","1","-","-","-"
"dict","￥1,000～￥1,999"," ～￥999","ラーメン、餃子","
                麺屋 空海 品川店
              ","38","3.13","3.07","3.11"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、定食・食堂","
                包丁や 品川東口店
              ","35","3.01","3.01","3.01"
"dict"," ～￥999"," ～￥999","パン、サンドイッチ、パン・サンドイッチ（その他）","
                アンデルセン エキュート品川サウス店
              ","93","3.14","3.08","3.11"
"dict","￥3,000～￥3,999","null","レストラン（その他）","
                びすとろ家 品川港南口店
              ","2","3.00","3.00","-"
"dict","￥5,000～￥5,999","null","天ぷら","
                小田原
              ","11","3.07","3.06","3.00"
"dict"," ～￥999"," ～￥999","パン、ケーキ","
                ブーランジュリーシナガワ
              ","4","3.05","3.03","3.04"
"dict"," ～￥999"," ～￥999","カフェ","
                スターバックス・コーヒー JR東海 品川駅ラチ内店
              ","28","3.06","3.02","3.06"
"dict","null"," ～￥999","寿司","
                鮨善 1号店
              ","14","3.05","3.06","3.01"
"dict","null"," ～￥999","寿司","
                鮨善　2号店
              ","12","3.02","3.00","3.02"
"dict","null"," ～￥999","洋食、ハンバーグ、居酒屋","
                舫吉
              ","5","3.00","-","3.01"
"dict"," ～￥999"," ～￥999","カフェ、サンドイッチ、ケーキ","
                BECK'S COFFEE SHOP 品川店
              ","35","3.07","3.07","3.07"
"dict","null"," ～￥999","チョコレート","
                ベルン エキュート品川サウス店
              ","16","3.49","3.07","3.48"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","中華料理","
                HOI 品川駅前店
              ","9","3.08","-","3.08"
"dict","￥1,000～￥1,999","￥2,000～￥2,999","ケーキ、洋菓子（その他）","
                アトリエうかい エキュート品川
              ","27","3.44","3.09","3.38"
"dict","null","￥1,000～￥1,999","洋菓子（その他）","
                ヨックモック エキュート品川サウス
              ","17","3.07","3.01","3.07"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","魚介料理・海鮮料理、居酒屋、和食（その他）","
                さかなさま
              ","3","3.02","3.03","-"
"dict","￥1,000～￥1,999"," ～￥999","定食・食堂、カフェ","
                品川キッチン
              ","15","3.03","3.00","3.03"
"dict"," ～￥999","￥1,000～￥1,999","コロッケ・フライ","
                神戸コロッケ エキュート品川サウス店
              ","28","3.04","3.04","3.03"
"dict","￥2,000～￥2,999"," ～￥999","そば、うどん、居酒屋","
                伊勢久
              ","15","3.07","3.01","3.08"
"dict","null"," ～￥999","ホルモン、もつ焼き、定食・食堂","
                路地裏
              ","243","3.58","3.55","3.58"
"dict","null"," ～￥999","その他","
                ニューデイズ 品川店
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","牛丼","
                すき家 港南二丁目店
              ","15","3.00","3.00","3.00"
"dict","￥15,000～￥19,999","￥4,000～￥4,999","フレンチ","
                ラ・クール・ド・コンマ
              ","21","3.52","-","3.57"
"dict","￥3,000～￥3,999","null","割烹・小料理、うなぎ、居酒屋","
                大衆割烹 香取
              ","4","3.03","3.04","-"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","居酒屋","
                酔郷やぶ 高輪店
              ","8","3.00","3.01","3.01"
"dict","￥1,000～￥1,999"," ～￥999","ファミレス、中華料理","
                バーミヤン　 品川グランドコモンズ店
              ","16","3.02","3.02","3.00"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","居酒屋、懐石・会席料理、日本酒バー","
                和食・酒 えん 品川ウィング高輪店
              ","73","3.56","3.56","3.26"
"dict"," ～￥999"," ～￥999","ファミレス、ハンバーグ、定食・食堂","
                ガスト グランドコモンズ店
              ","18","3.00","3.00","3.01"
"dict","￥3,000～￥3,999","null","その他","
                カラオケ ビッグエコー 品川港南口中央店
              ","2","3.00","3.00","-"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","郷土料理（その他）、割烹・小料理、魚介料理・海鮮料理","
                あきた美彩館
              ","116","3.58","3.56","3.54"
"dict"," ～￥999","null","カフェ","
                フォーユー
              ","2","3.04","-","3.04"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","ビアバー","
                アンテナ アメリカ
              ","20","3.06","3.06","3.06"
"dict","￥4,000～￥4,999","￥2,000～￥2,999","中華料理、バイキング","
                中国料理バイキング 孫悟空
              ","24","3.10","3.09","3.07"
"dict","￥2,000～￥2,999","null","居酒屋、魚介料理・海鮮料理、創作料理","
                笑笑 品川高輪口駅前店
              ","12","3.01","3.01","-"
"dict","￥2,000～￥2,999","null","ダイニングバー、居酒屋、イタリアン","
                プロント 野村不動産天王洲ビル店
              ","4","3.01","-","3.01"
"dict","null"," ～￥999","カフェ","
                ナナズ グリーン ティー 高輪east店
              ","14","3.03","3.03","3.02"
"dict","null"," ～￥999","定食・食堂","
                大戸屋 品川グランパサージュ店
              ","26","3.07","3.06","3.07"
"dict","null","￥1,000～￥1,999","和菓子、その他","
                義士堂 小泉商店
              ","1","3.00","-","3.00"
"dict"," ～￥999"," ～￥999","ケーキ","
                京橋千疋屋 エキュート品川サウス店
              ","40","3.08","3.06","3.08"
"dict","￥1,000～￥1,999"," ～￥999","ラーメン、つけ麺、餃子","
                越後秘蔵麺 無尽蔵 しながわ家
              ","78","3.10","3.08","3.09"
"dict","￥8,000～￥9,999","￥5,000～￥5,999","寿司","
                日本橋
              ","17","3.30","3.20","3.21"
"dict","null"," ～￥999","鳥料理","
                チキンナンバーバイツカダノウジョウ
              ","1","3.02","-","3.03"
"dict","￥3,000～￥3,999","null","バル・バール、ビアバー、ダイニングバー","
                GLASS DANCE 品川
              ","44","3.00","3.01","-"
"dict","null","￥1,000～￥1,999","西洋各国料理（その他）、バイキング","
                サムシング デリシャス
              ","10","3.00","-","3.01"
"dict","￥1,000～￥1,999"," ～￥999","お好み焼き、ハンバーグ、ステーキ","
                ア・ビアント ウィング高輪店
              ","48","3.00","3.01","3.01"
"dict"," ～￥999"," ～￥999","そば、うどん","
                ゆで太郎 高輪店
              ","24","3.03","3.02","3.03"
"dict","￥3,000～￥3,999"," ～￥999","インド料理、インドカレー、居酒屋","
                マハラジャ 品川グランパサージュ店
              ","36","3.08","3.08","3.08"
"dict","￥2,000～￥2,999"," ～￥999","居酒屋、定食・食堂、韓国料理","
                季節料理　酔郷やぶ
              ","26","3.00","3.01","3.00"
"dict","￥2,000～￥2,999","null","居酒屋","
                竹花
              ","6","3.00","3.01","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","洋食、ハンバーグ、ステーキ","
                つばめキッチン アトレ品川店
              ","151","3.52","3.23","3.51"
"dict","null","￥1,000～￥1,999","その他","
                京急EXイン高輪
              ","2","3.01","-","3.01"
"dict","￥1,000～￥1,999","null","弁当、寿司","
                築地 竹若 エキュート品川店
              ","3","-","-","-"
"dict"," ～￥999"," ～￥999","うどん、串揚げ・串かつ、丼もの（その他）","
                伊吹や製麺 品川シーズンテラス店
              ","11","3.05","3.05","3.05"
"dict","￥3,000～￥3,999","null","居酒屋","
                隠れ家居酒屋 とまとの部屋
              ","2","3.03","3.03","-"
"dict","￥4,000～￥4,999","null","くじら料理、居酒屋","
                大衆酒場 鳥徳
              ","15","3.01","3.01","-"
"dict","￥1,000～￥1,999"," ～￥999","ビアバー、ワインバー、デリカテッセン","
                ファーマーズ グリーン
              ","2","3.02","3.00","3.03"
"dict","null"," ～￥999","その他","
                ギフトキヨスク品川
              ","2","3.01","3.01","3.01"
"dict","￥3,000～￥3,999","￥2,000～￥2,999","バー、バー・お酒（その他）","
                モンド・バー 品川店
              ","46","3.08","3.08","3.08"
"dict","￥1,000～￥1,999"," ～￥999","ラーメン","
                金澤濃厚豚骨ラーメン 神仙 品川品達店
              ","60","3.09","3.19","3.00"
"dict","￥1,000～￥1,999"," ～￥999","寿司","
                ちよだ鮨 ピーコック三田伊皿子店
              ","2","3.01","-","3.02"
"dict","￥6,000～￥7,999","null","和食（その他）、中華料理","
                高輪 和彊館
              ","4","3.03","3.03","-"
"dict","null","￥1,000～￥1,999","そば","
                高輪蕎麦茶房
              ","2","3.04","-","3.04"
"dict","￥1,000～￥1,999"," ～￥999","定食・食堂、洋食、ちゃんぽん","
                のものレストラン みやこ 品川店
              ","60","3.00","3.01","3.01"
"dict","￥1,000～￥1,999","null","寿司","
                若廣
              ","2","3.04","3.04","-"
"dict","null"," ～￥999","スイーツ（その他）","
                feve アトレ品川店
              ","10","3.04","3.05","3.00"
"dict","null"," ～￥999","魚介料理・海鮮料理、天ぷら・揚げ物（その他）、定食・食堂","
                築地食堂 源ちゃん 品川シーズンテラス店
              ","19","3.08","3.00","3.11"
"dict","null"," ～￥999","コーヒー専門店、パン・サンドイッチ（その他）、ベーグル","
                セレイア
              ","3","3.01","-","3.02"
"dict"," ～￥999","null","立ち飲み居酒屋・バー","
                大平屋酒店
              ","15","3.05","3.05","3.02"
"dict","￥2,000～￥2,999"," ～￥999","ファミレス、和食（その他）","
                夢庵 品川グランドコモンズ店
              ","15","3.02","3.02","3.00"
"dict","￥3,000～￥3,999"," ～￥999","タイ料理、タイカレー、バー・お酒（その他）","
                ラックタイ 品川高輪口店
              ","120","3.20","3.12","3.18"
"dict","￥2,000～￥2,999"," ～￥999","焼鳥、居酒屋、定食・食堂","
                鳥一 駅前店
              ","26","3.10","3.12","3.01"
"dict","￥2,000～￥2,999","null","居酒屋","
                ゼータ・つるや
              ","6","3.00","3.00","-"
"dict","￥2,000～￥2,999"," ～￥999","居酒屋、定食・食堂","
                升屋 品川店
              ","43","3.08","3.10","3.01"
"dict"," ～￥999","null","その他","
                ローソン 三田四丁目店
              ","1","3.02","3.02","-"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","カフェ、ビアガーデン","
                ポート・オブ・パイレーツ
              ","3","3.02","3.01","3.02"
"dict","￥4,000～￥4,999","null","居酒屋","
                越後宝山 品川店
              ","2","3.00","3.00","-"
"dict","￥2,000～￥2,999","null","洋食・欧風料理（その他）、魚介料理・海鮮料理、居酒屋","
                チチュウカイ ウオマル
              ","11","3.04","3.05","3.02"
"dict","￥3,000～￥3,999","null","居酒屋、焼鳥、炭火焼き","
                石志ちゃん 品川店
              ","14","3.05","3.05","-"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","フレンチ","
                樫ノ木
              ","12","3.08","3.04","3.09"
"dict","null","null","その他","
                高輪ゴルフプラザ
              ","null","-","-","-"
"dict","null","null","弁当、デリカテッセン","
                華家名彩 京急品川店
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","カフェ、ケーキ、パン・サンドイッチ（その他）","
                ドトールコーヒーショップ アレア品川店
              ","27","3.06","3.00","3.07"
"dict","null"," ～￥999","牛丼、カレーライス、定食・食堂","
                すき家 芝浦四丁目店
              ","9","3.00","3.01","3.00"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、ちゃんぽん、定食・食堂","
                九州酒場 品川店
              ","19","3.25","3.25","3.00"
"dict"," ～￥999","￥1,000～￥1,999","カフェ、ケーキ、西洋各国料理（その他）","
                カフェ ダール
              ","64","3.30","3.02","3.30"
"dict","￥2,000～￥2,999","null","和食（その他）、居酒屋","
                きらく家庭料理店
              ","4","3.00","3.00","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","豚料理","
                東京トンテキ 品川港南口店
              ","15","3.20","3.05","3.20"
"dict"," ～￥999","null","カフェ、パスタ、パン・サンドイッチ（その他）","
                タリーズコーヒー ソニーシティ内店
              ","13","3.03","-","3.03"
"dict","￥6,000～￥7,999","null","割烹・小料理","
                銀座 松鶴
              ","8","3.05","-","3.06"
"dict","￥10,000～￥14,999","￥10,000～￥14,999","洋食","
                クルーザー バトークレール
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","カフェ・喫茶（その他）、パン","
                セプテンバー ロースト コーヒー
              ","12","3.14","3.07","3.13"
"dict"," ～￥999"," ～￥999","カレーライス","
                ゴーゴーカレー 京急品川スタジアム
              ","34","3.07","3.07","3.06"
"dict","￥3,000～￥3,999","null","バー","
                大黒
              ","1","3.03","3.04","-"
"dict"," ～￥999"," ～￥999","そば","
                ゆで太郎 芝浦4丁目店
              ","11","3.03","3.01","3.03"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、焼鳥、定食・食堂","
                やきとり鳥一 支店
              ","22","3.14","3.05","3.27"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","焼肉、ホルモン","
                食道苑
              ","3","3.01","3.01","-"
"dict"," ～￥999","￥1,000～￥1,999","その他","
                煙事 ecute品川店
              ","24","3.14","3.08","3.12"
"dict","null","null","しゃぶしゃぶ","
                味街道五十三次 しゃぶしゃぶ藤川
              ","null","-","-","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","弁当、懐石・会席料理、和食（その他）","
                なだ万 厨房 スタティオ エキュート品川店
              ","35","3.21","3.07","3.20"
"dict","￥6,000～￥7,999","￥4,000～￥4,999","フレンチ、カフェ・喫茶（その他）、洋食","
                ラウンジアンドダイニング ジー
              ","101","3.58","3.54","3.58"
"dict","￥3,000～￥3,999"," ～￥999","鳥料理、郷土料理（その他）、居酒屋","
                風来坊 品川店
              ","70","3.08","3.08","3.00"
"dict"," ～￥999"," ～￥999","日本茶専門店","
                加賀棒茶 丸八製茶場 エキュート品川店
              ","15","3.17","3.05","3.16"
"dict","null"," ～￥999","寿司","
                魚勢
              ","5","3.02","3.03","3.00"
"dict","null","￥1,000～￥1,999","ピザ、パスタ","
                ピッツェリア1830 品川キッチンフードコート
              ","13","3.02","3.07","3.00"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","もつ鍋、居酒屋、郷土料理（その他）","
                やまや 品川店
              ","165","3.30","3.09","3.50"
"dict","￥8,000～￥9,999","￥2,000～￥2,999","串揚げ・串かつ、懐石・会席料理","
                味街道 五十三次
              ","29","3.20","3.13","3.16"
